protocol,seed,condition,host,role,fp_count
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.110,source,3
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.162,source,3
temporal,7,H4_host_normalized_calibrated_threshold,142.250.184.142,source,3
temporal,7,H4_host_normalized_calibrated_threshold,195.175.176.187,source,3
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.23,source,3
temporal,7,H4_host_normalized_calibrated_threshold,35.167.115.132,source,3
temporal,7,H4_host_normalized_calibrated_threshold,216.58.212.3,source,3
temporal,7,H4_host_normalized_calibrated_threshold,185.199.111.133,source,2
temporal,7,H4_host_normalized_calibrated_threshold,192.168.119.254,source,2
temporal,7,H4_host_normalized_calibrated_threshold,185.199.110.133,source,2
temporal,7,H4_host_normalized_calibrated_threshold,3.168.236.116,source,2
temporal,7,H4_host_normalized_calibrated_threshold,104.16.137.209,source,2
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.48,source,1
temporal,7,H4_host_normalized_calibrated_threshold,91.189.91.98,source,1
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.97,source,1
temporal,7,H4_host_normalized_calibrated_threshold,172.67.39.118,source,1
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.81,source,1
temporal,7,H4_host_normalized_calibrated_threshold,192.168.119.140,destination,6616
temporal,7,H4_host_normalized_calibrated_threshold,192.168.119.130,destination,339
temporal,7,H4_host_normalized_calibrated_threshold,192.168.119.141,destination,213
temporal,7,H4_host_normalized_calibrated_threshold,216.58.214.142,destination,166
temporal,7,H4_host_normalized_calibrated_threshold,216.239.38.120,destination,81
temporal,7,H4_host_normalized_calibrated_threshold,172.217.17.99,destination,64
temporal,7,H4_host_normalized_calibrated_threshold,224.0.0.251,destination,42
temporal,7,H4_host_normalized_calibrated_threshold,ff02::fb,destination,40
temporal,7,H4_host_normalized_calibrated_threshold,172.217.169.99,destination,40
temporal,7,H4_host_normalized_calibrated_threshold,192.124.249.13,destination,30
temporal,7,H4_host_normalized_calibrated_threshold,172.217.20.67,destination,28
temporal,7,H4_host_normalized_calibrated_threshold,142.251.141.35,destination,27
temporal,7,H4_host_normalized_calibrated_threshold,192.168.119.142,destination,25
temporal,7,H4_host_normalized_calibrated_threshold,34.107.221.82,destination,20
temporal,7,H4_host_normalized_calibrated_threshold,ff02::16,destination,19
temporal,7,H4_host_normalized_calibrated_threshold,142.251.140.14,destination,19
temporal,7,H4_host_normalized_calibrated_threshold,34.107.243.93,destination,16
temporal,7,H4_host_normalized_calibrated_threshold,140.82.112.21,destination,16
temporal,7,H4_host_normalized_calibrated_threshold,224.0.0.22,destination,15
temporal,7,H4_host_normalized_calibrated_threshold,192.124.249.22,destination,15
temporal,7,H4_host_normalized_calibrated_threshold,216.58.213.110,destination,14
temporal,7,H4_host_normalized_calibrated_threshold,34.120.158.37,destination,14
temporal,7,H4_host_normalized_calibrated_threshold,192.124.249.6,destination,13
temporal,7,H4_host_normalized_calibrated_threshold,185.199.110.154,destination,12
temporal,7,H4_host_normalized_calibrated_threshold,195.175.181.120,destination,12
temporal,7,H4_host_normalized_calibrated_threshold,34.128.128.0,destination,12
temporal,7,H4_host_normalized_calibrated_threshold,34.149.100.209,destination,10
temporal,7,H4_host_normalized_calibrated_threshold,140.82.121.4,destination,10
temporal,7,H4_host_normalized_calibrated_threshold,216.58.212.42,destination,9
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.81,destination,9
temporal,7,H4_host_normalized_calibrated_threshold,193.140.98.183,destination,8
temporal,7,H4_host_normalized_calibrated_threshold,212.156.183.14,destination,8
temporal,7,H4_host_normalized_calibrated_threshold,23.36.213.194,destination,8
temporal,7,H4_host_normalized_calibrated_threshold,172.217.17.238,destination,8
temporal,7,H4_host_normalized_calibrated_threshold,35.190.72.216,destination,7
temporal,7,H4_host_normalized_calibrated_threshold,142.251.141.46,destination,7
temporal,7,H4_host_normalized_calibrated_threshold,34.36.137.203,destination,7
temporal,7,H4_host_normalized_calibrated_threshold,142.251.140.67,destination,7
temporal,7,H4_host_normalized_calibrated_threshold,192.124.249.23,destination,7
temporal,7,H4_host_normalized_calibrated_threshold,212.156.183.83,destination,6
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.131,destination,6
temporal,7,H4_host_normalized_calibrated_threshold,172.217.17.142,destination,6
temporal,7,H4_host_normalized_calibrated_threshold,185.199.108.133,destination,6
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.113,destination,6
temporal,7,H4_host_normalized_calibrated_threshold,142.251.140.74,destination,6
temporal,7,H4_host_normalized_calibrated_threshold,172.64.149.23,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,195.175.181.162,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,184.30.131.245,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,104.18.4.159,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,146.75.118.49,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,212.156.183.142,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,140.82.121.6,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,216.239.34.181,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,74.125.143.154,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,172.217.169.118,destination,5
temporal,7,H4_host_normalized_calibrated_threshold,216.58.214.136,destination,4
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.170,destination,4
temporal,7,H4_host_normalized_calibrated_threshold,195.175.176.187,destination,4
temporal,7,H4_host_normalized_calibrated_threshold,216.58.212.3,destination,4
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.138,destination,4
temporal,7,H4_host_normalized_calibrated_threshold,216.58.212.33,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,104.16.249.249,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,172.217.17.150,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,216.58.212.2,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,195.175.180.33,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,172.217.17.136,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,172.217.169.131,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,216.58.212.14,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,104.22.75.103,destination,3
temporal,7,H4_host_normalized_calibrated_threshold,192.168.119.143,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,104.16.174.226,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,35.167.115.132,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,172.217.169.130,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,91.189.91.98,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,216.58.213.102,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,104.16.141.209,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,34.160.144.191,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,142.251.141.42,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,185.199.111.133,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,172.217.17.131,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.130,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,108.177.15.84,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,195.175.180.43,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,91.189.91.83,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,104.16.150.240,destination,2
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.97,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,34.49.51.44,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.110,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.48,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,185.199.110.133,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,151.101.65.91,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,142.250.184.142,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,91.189.91.48,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,44.216.85.84,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,104.16.137.209,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,3.168.236.116,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,142.250.187.162,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.23,destination,1
temporal,7,H4_host_normalized_calibrated_threshold,185.125.190.80,destination,1
